From	To	Species	Gene Name
Q9VDZ4	FBgn0259704	Drosophila melanogaster	Nop2/Sun-like domain containing protein 5(Nsun5)
Q4QPR8	FBgn0034248	Drosophila melanogaster	CG14483 gene product from transcript CG14483-RC(CG14483)
Q9W385	FBgn0030092	Drosophila melanogaster	frataxin homolog(fh)
Q9VDZ1	FBgn0038686	Drosophila melanogaster	CG5555 gene product from transcript CG5555-RB(CG5555)
Q9W394	FBgn0052708	Drosophila melanogaster	CG32708 gene product from transcript CG32708-RA(CG32708)
O76511	FBgn0024920	Drosophila melanogaster	Thymidylate synthase(Ts)
Q95V18	FBgn0265778	Drosophila melanogaster	PDZ domain-containing guanine nucleotide exchange factor(PDZ-GEF)
A1Z7Z8	FBgn0050001	Drosophila melanogaster	CG30001 gene product from transcript CG30001-RA(CG30001)
Q24169	FBgn0015271	Drosophila melanogaster	Origin recognition complex subunit 5(Orc5)
Q24168	FBgn0015270	Drosophila melanogaster	Origin recognition complex subunit 2(Orc2)
A1Z7Z4	FBgn0033446	Drosophila melanogaster	CG1648 gene product from transcript CG1648-RC(CG1648)
Q8T9E1	FBgn0037093	Drosophila melanogaster	Cyclin-dependent kinase 12(Cdk12)
A8DY53	FBgn0263077	Drosophila melanogaster	CG43340 gene product from transcript CG43340-RH(CG43340)
Q7K581	FBgn0034181	Drosophila melanogaster	CG8963 gene product from transcript CG8963-RB(CG8963)
Q7K4W1	FBgn0034214	Drosophila melanogaster	CG6550 gene product from transcript CG6550-RA(CG6550)
Q24185	FBgn0001202	Drosophila melanogaster	CG10653 gene product from transcript CG10653-RA(hook)
Q24186	FBgn0002590	Drosophila melanogaster	Ribosomal protein S5a(RpS5a)
Q9VZW0	FBgn0052484	Drosophila melanogaster	Sphingosine kinase 2(Sk2)
Q9W397	FBgn0030081	Drosophila melanogaster	CG7246 gene product from transcript CG7246-RA(CG7246)
Q9W2X6	FBgn0028342	Drosophila melanogaster	ATP synthase, delta subunit(ATPsyndelta)
Q9VQX6	FBgn0031590	Drosophila melanogaster	CG3702 gene product from transcript CG3702-RA(CG3702)
Q9W2Y4	FBgn0030177	Drosophila melanogaster	CG2972 gene product from transcript CG2972-RB(CG2972)
Q9W2Y3	FBgn0030178	Drosophila melanogaster	CG2974 gene product from transcript CG2974-RB(CG2974)
Q7KLX3	FBgn0021795	Drosophila melanogaster	Translocon-associated protein delta(Tapdelta)
A8DY62	FBgn0050381	Drosophila melanogaster	CG30381 gene product from transcript CG30381-RB(CG30381)
A8DY69	FBgn0263593	Drosophila melanogaster	Lipin(Lpin)
Q8SXD7	FBgn0038474	Drosophila melanogaster	mitochondrial ribosomal protein S11(mRpS11)
Q2XYF2	FBgn0029996	Drosophila melanogaster	Ubiquitin conjugating enzyme E2H(UbcE2H)
A8DY67	FBgn0033246	Drosophila melanogaster	Acetyl-CoA carboxylase(ACC)
Q7K4X4	FBgn0046225	Drosophila melanogaster	CG17230 gene product from transcript CG17230-RA(CG17230)
Q24154	FBgn0016726	Drosophila melanogaster	Ribosomal protein L29(RpL29)
Q7K4Q5	FBgn0033021	Drosophila melanogaster	CG10417 gene product from transcript CG10417-RB(CG10417)
Q9VR29	FBgn0031631	Drosophila melanogaster	CG3225 gene product from transcript CG3225-RA(CG3225)
Q9VQQ9	FBgn0266670	Drosophila melanogaster	Sec5 ortholog (S. cerevisiae)(Sec5)
Q24156	FBgn0003459	Drosophila melanogaster	stonewall(stwl)
Q9W328	FBgn0264691	Drosophila melanogaster	CG3004 gene product from transcript CG3004-RA(Lst8)
Q24150	FBgn0015268	Drosophila melanogaster	Nucleosome assembly protein 1(Nap1)
Q7K4Q9	FBgn0010611	Drosophila melanogaster	HMG Coenzyme A synthase(Hmgs)
Q7JYV7	FBgn0033754	Drosophila melanogaster	Adenylate kinase 6(Ak6)
Q24152	FBgn0010314	Drosophila melanogaster	Cyclin-dependent kinase subunit 30A(Cks30A)
A1Z8A4	FBgn0263102	Drosophila melanogaster	pipsqueak(psq)
Q9V4Z9	FBgn0002552	Drosophila melanogaster	lines(lin)
Q24147	FBgn0010342	Drosophila melanogaster	Microtubule-associated protein 60(Map60)
P11995	FBgn0002562	Drosophila melanogaster	Larval serum protein 1 alpha(Lsp1alpha)
P11996	FBgn0002563	Drosophila melanogaster	Larval serum protein 1 beta(Lsp1beta)
P11997	FBgn0002564	Drosophila melanogaster	Larval serum protein 1 gamma(Lsp1gamma)
Q8SXK0	FBgn0031419	Drosophila melanogaster	CG15390 gene product from transcript CG15390-RA(CG15390)
Q8SXK2	FBgn0037526	Drosophila melanogaster	CG10092 gene product from transcript CG10092-RB(CG10092)
Q9VQR2	FBgn0021967	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) PDSW subunit(ND-PDSW)
Q9VR31	FBgn0031633	Drosophila melanogaster	Farnesyl transferase alpha(Fnta)
Q9NHY0	FBgn0040236	Drosophila melanogaster	CG12132 gene product from transcript CG12132-RB(c11.1)
Q9W335	FBgn0028327	Drosophila melanogaster	lethal (1) G0320(l(1)G0320)
Q9W334	FBgn0030136	Drosophila melanogaster	Ribosomal protein S28b(RpS28b)
Q9VZU4	FBgn0266582	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) 30 kDa subunit(ND-30)
Q7K533	FBgn0034200	Drosophila melanogaster	CG11395 gene product from transcript CG11395-RB(CG11395)
A1Z8C0	FBgn0033549	Drosophila melanogaster	Methyl methanesulfonate sensitivity 4 ortholog (S. cerevisiae)(mms4)
Q9VZU7	FBgn0035402	Drosophila melanogaster	Ubiquitin specific protease 5(Usp5)
Q24160	FBgn0015737	Drosophila melanogaster	Hemomucin(Hmu)
A1Z8C4	FBgn0033554	Drosophila melanogaster	CG12938 gene product from transcript CG12938-RA(Lsm10)
A8DY44	FBgn0053554	Drosophila melanogaster	CG33554 gene product from transcript CG33554-RE(Nipped-A)
O96542	FBgn0000581	Drosophila melanogaster	Enhancer of Polycomb(E(Pc))
Q9NHX8	FBgn0040234	Drosophila melanogaster	CG12149 gene product from transcript CG12149-RB(c12.2)
Q27607	FBgn0004406	Drosophila melanogaster	tamas(tam)
Q27601	FBgn0004901	Drosophila melanogaster	Phosphoribosylamidotransferase(Prat)
Q9VQS4	FBgn0031549	Drosophila melanogaster	CG15415 gene product from transcript CG15415-RB(Spindly)
Q9W2S3	FBgn0030228	Drosophila melanogaster	BTB (POZ) domain containing 9 ortholog(BTBD9)
Q9W2S2	FBgn0052672	Drosophila melanogaster	Autophagy-related 8a(Atg8a)
Q7JYX5	FBgn0266186	Drosophila melanogaster	Vesicle-associated membrane protein 7(Vamp7)
Q24134	FBgn0010416	Drosophila melanogaster	CG9984 gene product from transcript CG9984-RA(TH1)
Q24133	FBgn0263106	Drosophila melanogaster	DnaJ-like-1(DnaJ-1)
Q9VZT2	FBgn0035415	Drosophila melanogaster	CG14966 gene product from transcript CG14966-RA(CG14966)
Q7JYX0	FBgn0033817	Drosophila melanogaster	Glutathione S transferase E14(GstE14)
Q9V597	FBgn0025286	Drosophila melanogaster	Ribosomal protein L31(RpL31)
O96532	FBgn0025808	Drosophila melanogaster	CG7825 gene product from transcript CG7825-RA(Rad17)
Q8T9I6	FBgn0021796	Drosophila melanogaster	Target of rapamycin(Tor)
Q8T9I8	FBgn0035150	Drosophila melanogaster	CG12189 gene product from transcript CG12189-RA(Rev1)
Q9V595	FBgn0033428	Drosophila melanogaster	CG1818 gene product from transcript CG1818-RA(Updo)
P11046	FBgn0261800	Drosophila melanogaster	CG7123 gene product from transcript CG7123-RA(LanB1)
Q9W358	FBgn0028292	Drosophila melanogaster	CG15797 gene product from transcript CG15797-RB(ric8a)
Q9VQT8	FBgn0031561	Drosophila melanogaster	Immune induced molecule 33(IM33)
Q9VQT7	FBgn0031560	Drosophila melanogaster	CG16713 gene product from transcript CG16713-RA(CG16713)
Q9VR56	FBgn0031189	Drosophila melanogaster	CG14618 gene product from transcript CG14618-RA(CG14618)
Q9VR55	FBgn0031188	Drosophila melanogaster	CG14613 gene product from transcript CG14613-RB(CG14613)
Q9W351	FBgn0030122	Drosophila melanogaster	CG16892 gene product from transcript CG16892-RB(CG16892)
Q9VZS5	FBgn0035422	Drosophila melanogaster	Ribosomal protein L28(RpL28)
Q9VZS3	FBgn0035423	Drosophila melanogaster	CG17737 gene product from transcript CG17737-RA(CG17737)
Q9XTL2	FBgn0027363	Drosophila melanogaster	Signal transducing adaptor molecule(Stam)
P49963	FBgn0015298	Drosophila melanogaster	Signal recognition particle protein 19(Srp19)
Q9VZS1	FBgn0035425	Drosophila melanogaster	CG17746 gene product from transcript CG17746-RB(CG17746)
Q7K4T8	FBgn0033734	Drosophila melanogaster	CG8520 gene product from transcript CG8520-RA(CG8520)
Q8SXH6	FBgn0034797	Drosophila melanogaster	CG12781 gene product from transcript CG12781-RC(nahoda)
Q8T9H6	FBgn0030241	Drosophila melanogaster	fascetto(feo)
Q9XTL9	FBgn0004507	Drosophila melanogaster	Glycogen phosphorylase(GlyP)
Q7K550	FBgn0027619	Drosophila melanogaster	CG12131 gene product from transcript CG12131-RA(Adam)
Q9VQU0	FBgn0031563	Drosophila melanogaster	CG10031 gene product from transcript CG10031-RA(CG10031)
Q8SXH3	FBgn0037573	Drosophila melanogaster	CG7483 gene product from transcript CG7483-RA(eIF4AIII)
Q8T9H0	FBgn0032886	Drosophila melanogaster	CG9328 gene product from transcript CG9328-RB(CG9328)
Q0E9N4	FBgn0033092	Drosophila melanogaster	CG9422 gene product from transcript CG9422-RC(CG9422)
A4V1B2	FBgn0067864	Drosophila melanogaster	CG12021 gene product from transcript CG12021-RC(Patj)
Q6AWD5	FBgn0037702	Drosophila melanogaster	CG8176 gene product from transcript CG8176-RF(CG8176)
P98159	FBgn0002926	Drosophila melanogaster	nudel(ndl)
Q0E931	FBgn0027836	Drosophila melanogaster	CG5729 gene product from transcript CG5729-RB(Dgp-1)
Q0E8R3	FBgn0262475	Drosophila melanogaster	bruno-2(bru-2)
O96505	FBgn0024291	Drosophila melanogaster	Sirtuin 1(Sirt1)
Q9VZQ7	FBgn0035439	Drosophila melanogaster	CG14961 gene product from transcript CG14961-RA(CG14961)
Q9VRP9	FBgn0086694	Drosophila melanogaster	CG10542 gene product from transcript CG10542-RB(Bre1)
Q8I0J6	FBgn0037384	Drosophila melanogaster	degringolade(dgrn)
Q9VRP4	FBgn0035632	Drosophila melanogaster	Bifunctional Phosphopantetheine adenylyltransferase - Dephospho-CoA kinase(Ppat-Dpck)
P13395	FBgn0250789	Drosophila melanogaster	alpha Spectrin(alpha-Spec)
Q9W410	FBgn0029861	Drosophila melanogaster	CG3815 gene product from transcript CG3815-RA(CG3815)
Q94546	FBgn0019637	Drosophila melanogaster	Another transcription unit(Atu)
Q9VES1	FBgn0038453	Drosophila melanogaster	CG10326 gene product from transcript CG10326-RA(CG10326)
Q7KUC2	FBgn0085484	Drosophila melanogaster	Pyridoxal kinase(Pdxk)
Q8I0J3	FBgn0044511	Drosophila melanogaster	mitochondrial ribosomal protein S21(mRpS21)
Q9NIU5	FBgn0040064	Drosophila melanogaster	yippee interacting protein 2(yip2)
Q06559	FBgn0002622	Drosophila melanogaster	Ribosomal protein S3(RpS3)
Q0E8Q7	FBgn0028539	Drosophila melanogaster	CG31731 gene product from transcript CG31731-RB(CG31731)
Q8I0I5	FBgn0036239	Drosophila melanogaster	CG5684 gene product from transcript CG5684-RA(Pop2)
Q9W404	FBgn0029866	Drosophila melanogaster	CG3842 gene product from transcript CG3842-RD(CG3842)
Q9VS01	FBgn0035725	Drosophila melanogaster	CG18156 gene product from transcript CG18156-RA(Mis12)
Q9W402	FBgn0029868	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) B16.6 subunit(ND-B16.6)
Q9VF30	FBgn0003227	Drosophila melanogaster	recombination-defective(rec)
Q7KUD4	FBgn0036053	Drosophila melanogaster	calcium-independent phospholipase A2 VIA(iPLA2-VIA)
Q7KUD6	FBgn0036043	Drosophila melanogaster	CG8177 gene product from transcript CG8177-RM(CG8177)
Q94529	FBgn0019982	Drosophila melanogaster	GS1-like(Gs1l)
A1Z7B8	FBgn0050373	Drosophila melanogaster	CG30373 gene product from transcript CG30373-RB(CG30373)
Q0E8P1	FBgn0032774	Drosophila melanogaster	CG17549 gene product from transcript CG17549-RB(CG17549)
Q0E910	FBgn0027529	Drosophila melanogaster	CG8920 gene product from transcript CG8920-RB(CG8920)
Q0E8P0	FBgn0016054	Drosophila melanogaster	(6-4)-photolyase(phr6-4)
Q9W3R7	FBgn0029943	Drosophila melanogaster	Autophagy-related 5(Atg5)
Q9W437	FBgn0029840	Drosophila melanogaster	CG4320 gene product from transcript CG4320-RC(raptor)
Q9VS38	FBgn0035754	Drosophila melanogaster	Mediator complex subunit 4(MED4)
Q9W3R8	FBgn0029942	Drosophila melanogaster	CG2059 gene product from transcript CG2059-RB(CG2059)
Q9GTX9	FBgn0041252	Drosophila melanogaster	CG15573 gene product from transcript CG15573-RB(Femcoat)
Q94526	FBgn0017561	Drosophila melanogaster	Open rectifier K[+] channel 1(Ork1)
Q9VEU2	FBgn0038438	Drosophila melanogaster	Derlin-2(Der-2)
Q94524	FBgn0024432	Drosophila melanogaster	Dynein light chain 90F(Dlc90F)
Q94523	FBgn0261439	Drosophila melanogaster	Succinate dehydrogenase, subunit A (flavoprotein)(SdhA)
Q9VS34	FBgn0035753	Drosophila melanogaster	Ribosomal protein L18(RpL18)
Q94522	FBgn0004888	Drosophila melanogaster	Succinyl coenzyme A synthetase alpha subunit(Scsalpha)
Q9V677	FBgn0033698	Drosophila melanogaster	CG8858 gene product from transcript CG8858-RA(CG8858)
P49071	FBgn0013987	Drosophila melanogaster	MAP kinase activated protein-kinase-2(MAPk-Ak2)
A1Z7A8	FBgn0033265	Drosophila melanogaster	coilin(coil)
Q0E901	FBgn0050389	Drosophila melanogaster	CG30389 gene product from transcript CG30389-RD(CG30389)
Q9W427	FBgn0262730	Drosophila melanogaster	CG14446 gene product from transcript CG14446-RC(CG14446)
Q9VRQ5	FBgn0035642	Drosophila melanogaster	CG18586 gene product from transcript CG18586-RC(CG18586)
Q9VRQ9	FBgn0052412	Drosophila melanogaster	Glutaminyl cyclase(QC)
Q9W429	FBgn0029849	Drosophila melanogaster	ER GDP-fucose transporter(Efr)
Q9W420	FBgn0028982	Drosophila melanogaster	CG12225 gene product from transcript CG12225-RA(Spt6)
Q9W423	FBgn0040918	Drosophila melanogaster	CG3576 gene product from transcript CG3576-RA(schlank)
Q9VF53	FBgn0267408	Drosophila melanogaster	Aldehyde oxidase 1(AOX1)
Q9VET3	FBgn0038446	Drosophila melanogaster	CG14903 gene product from transcript CG14903-RA(CG14903)
Q9VRQ4	FBgn0035641	Drosophila melanogaster	CG5568 gene product from transcript CG5568-RA(CG5568)
Q9VRQ1	FBgn0035639	Drosophila melanogaster	CG5537 gene product from transcript CG5537-RC(CG5537)
Q9W3Q1	FBgn0029958	Drosophila melanogaster	Pyruvate dehydrogenase phosphatase(Pdp)
Q94535	FBgn0017457	Drosophila melanogaster	U2 small nuclear riboprotein auxiliary factor 38(U2af38)
Q9VRQ2	FBgn0035640	Drosophila melanogaster	CG17498 gene product from transcript CG17498-RA(mad2)
Q9VZM7	FBgn0035462	Drosophila melanogaster	Integrator 10(IntS10)
Q0E974	FBgn0261854	Drosophila melanogaster	atypical protein kinase C(aPKC)
Q0E8V7	FBgn0083968	Drosophila melanogaster	CG34132 gene product from transcript CG34132-RA(CG34132)
Q9V668	FBgn0033691	Drosophila melanogaster	CG8860 gene product from transcript CG8860-RA(CG8860)
P23572	FBgn0004106	Drosophila melanogaster	Cyclin-dependent kinase 1(Cdk1)
Q9VF87	FBgn0038320	Drosophila melanogaster	specifically Rac1-associated protein 1(Sra-1)
Q9VF86	FBgn0038321	Drosophila melanogaster	CG6218 gene product from transcript CG6218-RA(CG6218)
Q9VF83	FBgn0051301	Drosophila melanogaster	CG31301 gene product from transcript CG31301-RA(CG31301)
Q9VEW2	FBgn0038421	Drosophila melanogaster	CG17931 gene product from transcript CG17931-RD(CG17931)
Q9VF82	FBgn0266722	Drosophila melanogaster	TRAPP subunit 33 ortholog (S. cerevisiae)(Trs33)
Q9W3L4	FBgn0029990	Drosophila melanogaster	CG2233 gene product from transcript CG2233-RA(CG2233)
Q8SYC6	FBgn0038609	Drosophila melanogaster	Nucleoporin 43kD(Nup43)
Q8SYC8	FBgn0032487	Drosophila melanogaster	CG15481 gene product from transcript CG15481-RB(Ski6)
Q9VF89	FBgn0038319	Drosophila melanogaster	mitochondrial ribosomal protein L9(mRpL9)
Q9GU72	FBgn0041588	Drosophila melanogaster	eukaryotic translation initiation factor 2D(eIF2D)
Q9VRL0	FBgn0035600	Drosophila melanogaster	Cytochrome c1(Cyt-c1)
Q9VRL3	FBgn0035603	Drosophila melanogaster	CG10635 gene product from transcript CG10635-RA(CG10635)
Q9VRL2	FBgn0260856	Drosophila melanogaster	CG4780 gene product from transcript CG4780-RA(Membrin)
Q0E8U7	FBgn0031374	Drosophila melanogaster	CG7337 gene product from transcript CG7337-RA(CG7337)
Q8I0D8	FBgn0045823	Drosophila melanogaster	visgun(vsg)
Q4QQB9	FBgn0034398	Drosophila melanogaster	CG15098 gene product from transcript CG15098-RA(CG15098)
Q94518	FBgn0086904	Drosophila melanogaster	Nascent polypeptide associated complex protein alpha subunit(Nacalpha)
Q7KUE9	FBgn0263776	Drosophila melanogaster	CG43693 gene product from transcript CG43693-RD(CG43693)
P23573	FBgn0004107	Drosophila melanogaster	Cyclin-dependent kinase 2(Cdk2)
Q94511	FBgn0017566	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) 75 kDa subunit(ND-75)
Q9VEV5	FBgn0038426	Drosophila melanogaster	mitochondrial ribosomal protein S33(mRpS33)
A1Z7H2	FBgn0263120	Drosophila melanogaster	Acyl-CoA synthetase long-chain(Acsl)
Q9VEV3	FBgn0038428	Drosophila melanogaster	CG14894 gene product from transcript CG14894-RB(CG14894)
Q94514	FBgn0019624	Drosophila melanogaster	Cytochrome c oxidase subunit 5A(COX5A)
Q7K5K3	FBgn0039635	Drosophila melanogaster	CG11876 gene product from transcript CG11876-RA(CG11876)
Q9VF71	FBgn0038332	Drosophila melanogaster	CG6136 gene product from transcript CG6136-RD(CG6136)
Q9VF70	FBgn0038331	Drosophila melanogaster	Cerebral cavernous malformation 3 ortholog(Ccm3)
Q94517	FBgn0015805	Drosophila melanogaster	Histone deacetylase 1(HDAC1)
Q7KLG8	FBgn0026361	Drosophila melanogaster	Septin 5(Sep5)
Q9W3K5	FBgn0040319	Drosophila melanogaster	Glutamate-cysteine ligase catalytic subunit(Gclc)
Q7K5K0	FBgn0033273	Drosophila melanogaster	GASZ ortholog(Gasz)
Q9W3K4	FBgn0029999	Drosophila melanogaster	CG1575 gene product from transcript CG1575-RA(CG1575)
Q8SYD8	FBgn0036853	Drosophila melanogaster	mitochondrial ribosomal protein L21(mRpL21)
Q9W3K3	FBgn0030000	Drosophila melanogaster	CG2260 gene product from transcript CG2260-RA(CG2260)
Q9VF78	FBgn0026634	Drosophila melanogaster	ldlCp-related protein(ldlCp)
Q9VEV7	FBgn0038424	Drosophila melanogaster	CG17565 gene product from transcript CG17565-RA(CG17565)
Q0E8T6	FBgn0083961	Drosophila melanogaster	CG34125 gene product from transcript CG34125-RA(CG34125)
A8JV09	FBgn0029903	Drosophila melanogaster	CG4532 gene product from transcript CG4532-RG(pod1)
A8JV07	FBgn0030738	Drosophila melanogaster	CG9915 gene product from transcript CG9915-RC(CG9915)
Q9VEY5	FBgn0038400	Drosophila melanogaster	CG5903 gene product from transcript CG5903-RC(CG5903)
Q9VRN1	FBgn0035622	Drosophila melanogaster	Transmembrane 9 superfamily protein member 3(TM9SF3)
Q9W3N1	FBgn0029975	Drosophila melanogaster	CG1444 gene product from transcript CG1444-RA(CG1444)
Q9VRN3	FBgn0035624	Drosophila melanogaster	Esa1-associated factor 6(Eaf6)
Q8I0D5	FBgn0053523	Drosophila melanogaster	VAMP-associated protein of 33kDa ortholog B(Vap-33B)
Q9GU52	FBgn0036846	Drosophila melanogaster	Misexpression suppressor of ras 6(MESR6)
Q9W3N7	FBgn0029971	Drosophila melanogaster	NADH dehydrogenase (ubiquinone) MNLL subunit(ND-MNLL)
Q9VRN6	FBgn0035627	Drosophila melanogaster	Separase(Sse)
A1Z7G9	FBgn0033315	Drosophila melanogaster	Galactosyltransferase II(beta3GalTII)
Q9W3N9	FBgn0029969	Drosophila melanogaster	CG10932 gene product from transcript CG10932-RB(CG10932)
Q8SYC4	FBgn0035146	Drosophila melanogaster	CG13893 gene product from transcript CG13893-RA(CG13893)
Q8SYC3	FBgn0058006	Drosophila melanogaster	CG40006 gene product from transcript CG40006-RA(CG40006)
Q9VZL6	FBgn0035469	Drosophila melanogaster	CG14977 gene product from transcript CG14977-RA(CG14977)
Q0E8S7	FBgn0025777	Drosophila melanogaster	CG11324 gene product from transcript CG11324-RD(homer)
Q8I0B7	FBgn0037339	Drosophila melanogaster	CG2929 gene product from transcript CG2929-RC(Pi4KIIalpha)
Q9VZL5	FBgn0035470	Drosophila melanogaster	Ccz1 ortholog(Ccz1)
Q9NIS1	FBgn0038390	Drosophila melanogaster	Retinoblastoma-family protein 2(Rbf2)
P24156	FBgn0002031	Drosophila melanogaster	lethal (2) 37Cc(l(2)37Cc)
Q9V637	FBgn0033669	Drosophila melanogaster	CG8979 gene product from transcript CG8979-RD(PI31)
Q9VF93	FBgn0038316	Drosophila melanogaster	CG6276 gene product from transcript CG6276-RA(CG6276)
Q7K5M6	FBgn0010620	Drosophila melanogaster	CG10939 gene product from transcript CG10939-RA(CG10939)
Q9GU68	FBgn0034967	Drosophila melanogaster	CG3186 gene product from transcript CG3186-RB(eIF-5A)
Q24090	FBgn0011715	Drosophila melanogaster	Snf5-related 1(Snr1)
P55935	FBgn0010408	Drosophila melanogaster	Ribosomal protein S9(RpS9)
Q9W3M3	FBgn0260970	Drosophila melanogaster	Ubr3 ubiquitin ligase(Ubr3)
Q9VEX9	FBgn0024491	Drosophila melanogaster	Bicoid interacting protein 1(Bin1)
Q24098	FBgn0015615	Drosophila melanogaster	Structural maintenance of chromosomes 3(SMC3)
Q9W3M8	FBgn0260858	Drosophila melanogaster	YKT6 ortholog (S. cerevisiae)(Ykt6)
Q7KLE5	FBgn0027356	Drosophila melanogaster	Amphiphysin(Amph)
Q0E940	FBgn0034237	Drosophila melanogaster	CG4878 gene product from transcript CG4878-RB(eIF3-S9)
Q9VRM7	FBgn0003486	Drosophila melanogaster	spook(spo)
Q9W3M7	FBgn0029979	Drosophila melanogaster	CG10777 gene product from transcript CG10777-RB(CG10777)
Q9W3M6	FBgn0029980	Drosophila melanogaster	CG10778 gene product from transcript CG10778-RB(CG10778)
