# submitted_item	validated_id	current_symbol
dec1	FBgn0000427	dec-1
Ugt58Fa	FBgn0040091	Ugt317A1
Ugt86Da	FBgn0040259	Ugt302C1
UK114	FBgn0086691	UK114
Ulp1	FBgn0027603	Ulp1
unc-115	FBgn0260463	Unc-115b
unc-115	FBgn0051352	Unc-115a
und	FBgn0283478	und
unk	FBgn0004395	unk
Unr	FBgn0263352	Unr
up	FBgn0004169	up
up	FBal0017627	up[1]
up	FBgn0004169	up
up	FBal0017627	up[1]
Updo	FBgn0033428	Urod
Updo	FBgn0033428	Urod
Upf1	FBgn0030354	Upf1
Upf2	FBgn0029992	Upf2
Upf3	FBgn0034923	Upf3
uri	FBgn0035025	uri
Use1	FBgn0035965	Use1
usnp	FBgn0034913	Snap29
usp	FBgn0003964	usp
Usp36	FBgn0260936	scny
Usp7	FBgn0030366	Usp7
vap	FBgn0003969	vap
Vap-33-1	FBgn0029687	Vap33
vas	FBgn0283442	vas
vav	FBgn0040068	Vav
veli	FBgn0039269	veli
Vha100-1	FBgn0028671	Vha100-1
Vha100-2	FBgn0028670	Vha100-2
Vha100-3	FBgn0028669	Vha100-3
Vha13	FBgn0283536	Vha13
Vha14	FBgn0037402	Vha14-2
Vha14	FBgn0262512	Vha14-1
Vha16	FBgn0262736	Vha16-1
Vha16-3	FBgn0028667	Vha16-3
Vha26	FBgn0283535	Vha26
Vha26	FBgn0028662	VhaPPA1-1
Vha36	FBgn0022097	Vha36-1
Vha44	FBgn0262511	Vha44
Vha55	FBgn0005671	Vha55
Vha68-1	FBgn0265262	Vha68-1
Vha68-2	FBgn0263598	Vha68-2
Vha68-2	FBgn0263598	Vha68-2
VhaAC39	FBgn0285910	VhaAC39-1
VhaM9.7-1	FBgn0035521	VhaM9.7-a
VhaM9.7-1	FBgn0028664	VhaM9.7-c
VhaM9.7-2	FBgn0028663	VhaM9.7-b
VhaSFD	FBgn0027779	VhaSFD
VhaSFD	FBgn0027779	VhaSFD
viaf	FBgn0036237	viaf
vib	FBgn0267975	vib
vib	FBgn0031066	COX6B
vig	FBgn0024183	vig
vih	FBgn0264848	vih
vimar	FBgn0022960	vimar
Vinc	FBgn0004397	Vinc
vir	FBgn0003977	vir
vkg	FBgn0016075	vkg
vlc	FBgn0259978	vlc
vls	FBgn0003978	vls
Vps16A	FBgn0285911	Vps16A
Vps16B	FBgn0039702	Vps16B
Vps25	FBgn0022027	Vps25
Vps28	FBgn0021814	Vps28
Vrp1	FBgn0243516	Vrp1
vsg	FBgn0045823	vsg
wal	FBgn0010516	wal
wapl	FBgn0004655	wapl
wash	FBgn0033692	wash
waw	FBgn0024182	waw
wb	FBgn0261563	wb
wbl	FBgn0004003	wbl
wdb	FBgn0027492	wdb
wdb	FBtp0051237	P{TRiP.HM05150}
wdp	FBgn0034718	wdp
wds	FBgn0040066	wds
wee	FBgn0011737	Wee1
wfs1	FBgn0039003	wfs1
wibg	FBgn0034918	Pym
wls	FBgn0036141	wls
wmd	FBgn0034876	wmd
woc	FBgn0010328	woc
Wsck	FBgn0046685	Wsck
wun	FBgn0016078	wun
wupA	FBgn0283471	wupA
wus	FBgn0030805	wus
Wwox	FBgn0031972	Wwox
xl6	FBgn0028554	x16
xmas-2	FBgn0286809	xmas
XNP	FBgn0039338	XNP
Xpac	FBgn0004832	Xpac
Xpd	FBgn0261850	Xpd
yellow-f	FBgn0041710	yellow-f
yemalpha	FBgn0005596	yem
yin	FBgn0265575	yin
yip2	FBgn0040064	yip2
Yippee	FBgn0026749	Yippee
yki	FBgn0034970	yki
yl	FBgn0004649	yl
yl	FBgn0004649	yl
Yp1	FBgn0004045	Yp1
Yp2	FBgn0005391	Yp2
Yp3	FBgn0004047	Yp3
yps	FBgn0022959	yps
yrt	FBgn0004049	yrt
YT521-B	FBgn0027616	Ythdc1
ytr	FBgn0021895	ytr
yu	FBgn0263987	spoon
yu	FBgn0061188	lncRNA:Yu
Zasp	FBgn0265991	Zasp52
zetaCOP	FBgn0040512	zetaCOP
Zfrp8	FBgn0021875	Zfrp8
zip	FBgn0265434	zip
zip	FBgn0004055	uzip
zip	FBgn0265434	zip
zip	FBgn0004055	uzip
Zn72D	FBgn0263603	Zn72D
ZnT35C	FBgn0028516	ZnT35C
ZnT63C	FBgn0035432	ZnT63C
zpg	FBgn0024177	zpg
Zpr1	FBgn0030096	Zpr1
Zw	FBgn0004057	Zw
zwilch	FBgn0061476	Zwilch
